p_L,p_H,p_M,expected_value,axis,indifference_value,n_iterations,final_precision,timestamp
0.0,0.08333333333333333,0.9166666666666666,541.6666666666666,Y,0.08349609375,10,0.0009765625,2025-12-22T12:13:15.767468
0.0,0.16666666666666666,0.8333333333333334,583.3333333333334,Y,0.16748046875,10,0.0009765625,2025-12-22T12:13:22.935384
0.0,0.25,0.75,625.0,Y,0.25048828125,10,0.0009765625,2025-12-22T12:13:30.101979
0.0,0.3333333333333333,0.6666666666666667,666.6666666666667,Y,0.33349609375,10,0.0009765625,2025-12-22T12:13:36.450842
0.0,0.41666666666666663,0.5833333333333334,708.3333333333333,Y,0.41748046875,10,0.0009765625,2025-12-22T12:13:42.394444
0.0,0.5,0.5,750.0,Y,0.50048828125,10,0.0009765625,2025-12-22T12:13:47.714327
0.0,0.5833333333333333,0.41666666666666674,791.6666666666666,Y,0.58349609375,10,0.0009765625,2025-12-22T12:13:53.355058
0.0,0.6666666666666666,0.33333333333333337,833.3333333333333,Y,0.66552734375,10,0.0009765625,2025-12-22T12:13:58.616219
0.0,0.75,0.25,875.0,Y,0.75048828125,10,0.0009765625,2025-12-22T12:14:03.849404
0.0,0.8333333333333333,0.16666666666666674,916.6666666666666,Y,0.83349609375,10,0.0009765625,2025-12-22T12:14:09.429300
0.0,0.9166666666666666,0.08333333333333337,958.3333333333333,Y,0.92822265625,10,0.0009765625,2025-12-22T12:14:15.728040
0.08333333333333333,0.0,0.9166666666666666,458.3333333333333,X,0.08251953125,10,0.0009765625,2025-12-22T12:14:21.792769
0.08333333333333333,0.08333333333333333,0.8333333333333333,499.99999999999994,X,0.01611328125,10,0.0009765625,2025-12-22T12:14:27.495795
0.08333333333333333,0.16666666666666666,0.75,541.6666666666666,Y,0.09814453125,10,0.0009765625,2025-12-22T12:14:33.282697
0.08333333333333333,0.25,0.6666666666666666,583.3333333333333,Y,0.00048828125,10,0.0009765625,2025-12-22T12:14:41.390171
0.08333333333333333,0.3333333333333333,0.5833333333333333,625.0,Y,0.10888671875,10,0.0009765625,2025-12-22T12:14:47.809203
0.08333333333333333,0.41666666666666663,0.5,666.6666666666666,Y,0.16064453125,10,0.0009765625,2025-12-22T12:14:54.501866
0.08333333333333333,0.5,0.41666666666666663,708.3333333333333,Y,0.01611328125,10,0.0009765625,2025-12-22T12:15:01.419649
0.08333333333333333,0.5833333333333333,0.33333333333333337,750.0,Y,0.28564453125,10,0.0009765625,2025-12-22T12:15:08.046613
0.08333333333333333,0.6666666666666666,0.25,791.6666666666666,Y,0.47216796875,10,0.0009765625,2025-12-22T12:15:14.810978
0.08333333333333333,0.75,0.16666666666666663,833.3333333333333,Y,0.64013671875,10,0.0009765625,2025-12-22T12:15:21.824595
0.08333333333333333,0.8333333333333333,0.08333333333333337,875.0,Y,0.67724609375,10,0.0009765625,2025-12-22T12:15:27.584863
